AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,Tỉ lệ vay so với nhu cầu,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1_is_missing,EXT_SOURCE_2_is_missing,EXT_SOURCE_3_is_missing,IS_RETIRED_NO_OCCUPATION,IS_WORKING_NO_OCCUPATION,TARGET
72000.0,562500.0,562500.0,1.0,0.2437834779739189,0.6284704202195868,0.4382813743111921,0,0,0,0,0,0
180000.0,270000.0,270000.0,1.0,0.5059979305057544,0.6874217861693647,0.7610263695502636,1,0,0,0,0,0
315000.0,594081.0,531000.0,1.1187966101694915,0.5059979305057544,0.4466033653954006,0.3979463219016906,1,0,0,0,0,1
121500.0,263686.5,238500.0,1.1056037735849056,0.5059979305057544,0.7109249275557172,0.5352762504724826,1,0,1,0,0,1
90000.0,314100.0,225000.0,1.396,0.5059979305057544,0.6160943601253089,0.5352762504724826,1,0,1,1,0,0
157500.0,733315.5,679500.0,1.079198675496689,0.2819872150834946,0.5032601071079322,0.6006575372857061,0,0,0,0,0,0
225000.0,916470.0,765000.0,1.198,0.5059979305057544,0.5061900930677599,0.5352762504724826,1,0,1,0,0,0
225000.0,1078200.0,900000.0,1.198,0.8091959463318587,0.5380542803385404,0.5352762504724826,0,0,1,0,0,0
562500.0,270000.0,270000.0,1.0,0.5059979305057544,0.7454628806819251,0.7675231046555077,1,0,0,0,0,0
202500.0,810000.0,810000.0,1.0,0.6085681260642803,0.4396909324248586,0.5567274263630174,0,0,0,0,1,0
112500.0,523152.0,463500.0,1.1286990291262136,0.5059979305057544,0.3111876151015247,0.6894791426446275,1,0,0,1,0,0
202500.0,640080.0,450000.0,1.4224,0.5059979305057544,0.4857590063686145,0.6940926425266661,1,0,0,0,0,1
67500.0,490536.0,405000.0,1.2112,0.5059979305057544,0.7609899766549443,0.3944954053123993,1,0,0,1,0,0
112500.0,585000.0,585000.0,1.0,0.5059979305057544,0.5394236672981013,0.5370699579791587,1,0,0,0,0,0
157500.0,405000.0,405000.0,1.0,0.6816600962521668,0.3311880555532257,0.266456808245056,0,0,0,0,0,0
675000.0,1305000.0,1305000.0,1.0,0.8028933723273193,0.4690823500561954,0.5406544504453575,0,0,0,0,0,0
112500.0,203760.0,180000.0,1.132,0.5059979305057544,0.7668892259229388,0.5352762504724826,1,0,1,0,0,0
225000.0,997335.0,832500.0,1.198,0.5059979305057544,0.5835753549364561,0.3409064264152384,1,0,0,0,0,0
135000.0,358443.0,252000.0,1.4223928571428572,0.5059979305057544,0.1277239647374161,0.5352762504724826,1,0,1,0,0,1
225000.0,971280.0,900000.0,1.0792,0.5059979305057544,0.6040578257332085,0.6397075677637197,1,0,0,0,0,0
315000.0,180000.0,180000.0,1.0,0.1894084411004572,0.661216084063734,0.41534714488434,0,0,0,0,0,0
157500.0,450000.0,450000.0,1.0,0.5059979305057544,0.3411229075988826,0.5744466170995097,1,0,0,1,0,0
180000.0,1971072.0,1800000.0,1.09504,0.7308375469517353,0.6568181515380304,0.3927738606031339,0,0,0,0,0,0
225000.0,755190.0,675000.0,1.1188,0.5059979305057544,0.6772889049207736,0.5082869913916046,1,0,0,0,0,0
202500.0,728460.0,675000.0,1.0792,0.5059979305057544,0.6976601018526285,0.6109913280868294,1,0,0,1,0,0
225000.0,1042560.0,900000.0,1.1584,0.5059979305057544,0.6240379914250247,0.5352762504724826,1,0,1,0,0,0
360000.0,1078200.0,900000.0,1.198,0.5228701356760268,0.7145514413786264,0.2650494299443805,0,0,0,0,0,0
90000.0,135000.0,135000.0,1.0,0.7267088733695063,0.2556161560213347,0.2822484337007223,0,0,0,1,0,0
135000.0,225000.0,225000.0,1.0,0.5059979305057544,0.3465200816447525,0.5046813193144684,1,0,0,0,0,0
360000.0,1971072.0,1800000.0,1.09504,0.5059979305057544,0.7949725122519816,0.3523399726917038,1,0,0,0,0,0
495000.0,1574532.0,1350000.0,1.16632,0.5059979305057544,0.7714665067988671,0.6971469077844458,1,0,0,0,0,0
67500.0,71955.0,67500.0,1.066,0.4605898012178017,0.3119474673789223,0.7503751495159068,0,0,0,0,0,0
112500.0,180000.0,180000.0,1.0,0.5059979305057544,0.307934655548401,0.3656165070113335,1,0,0,0,0,0
189000.0,1350000.0,1350000.0,1.0,0.5059979305057544,0.4058139940587504,0.7530673920730478,1,0,0,0,0,0
225000.0,973710.0,697500.0,1.396,0.5090093066028929,0.6154010544579694,0.3123653692278984,0,0,0,0,0,0
180000.0,167121.0,139500.0,1.198,0.7298609328347192,0.6322866828894572,0.4812493411434029,0,0,0,0,0,0
144000.0,341446.5,281907.0,1.2112026306547905,0.5059979305057544,0.2983864973648302,0.5352762504724826,1,0,1,0,0,0
202500.0,1288350.0,1125000.0,1.1452,0.5059979305057544,0.2974305732549437,0.6058362647264226,1,0,0,0,0,0
180000.0,808650.0,675000.0,1.198,0.5059979305057544,0.4896927788523493,0.5352762504724826,1,0,1,0,0,0
157500.0,339948.0,315000.0,1.0792,0.5785553802073665,0.5830013132636902,0.3016248916841194,0,0,0,0,0,0
148500.0,545040.0,450000.0,1.2112,0.7190220853426215,0.4526694987282842,0.5352762504724826,0,0,1,0,0,0
112500.0,239850.0,225000.0,1.066,0.5059979305057544,0.7421710333085877,0.7407990879702335,1,0,0,1,0,0
225000.0,454500.0,454500.0,1.0,0.5059979305057544,0.6513708764512699,0.5298898341969072,1,0,0,0,0,0
135000.0,675000.0,675000.0,1.0,0.5059979305057544,0.4676720887563897,0.6785676886853644,1,0,0,0,0,0
49500.0,247500.0,247500.0,1.0,0.5059979305057544,0.2563408234786258,0.6127042441012546,1,0,0,1,0,0
157500.0,500566.5,472500.0,1.0594,0.6818058594207469,0.7024126166132515,0.6528965519806539,0,0,0,0,0,0
135000.0,566055.0,472500.0,1.198,0.5059979305057544,0.2444598974910602,0.5797274227921155,1,0,0,0,0,0
360000.0,540000.0,540000.0,1.0,0.6772031185734193,0.6995019216095887,0.633031641417419,0,0,0,0,0,0
202500.0,111384.0,90000.0,1.2376,0.5059979305057544,0.5780170142006292,0.5064842396679806,1,0,0,0,0,0
315000.0,379237.5,288000.0,1.316796875,0.4222132959816925,0.3240349653169881,0.4830501881366946,0,0,0,0,0,0
157500.0,1019610.0,913500.0,1.1161576354679803,0.4129499684864599,0.407729481772852,0.6738300778602003,0,0,0,0,0,0
202500.0,715500.0,715500.0,1.0,0.3550686913326087,0.5338720118071142,0.5352762504724826,0,0,1,0,0,1
180000.0,1129500.0,1129500.0,1.0,0.2372027255102306,0.6565815143934363,0.5495965024956946,0,0,0,0,0,0
112500.0,180000.0,180000.0,1.0,0.108280707717553,0.0958284710553849,0.1153866620073356,0,0,0,0,1,0
67500.0,370107.0,319500.0,1.1583943661971832,0.5059979305057544,0.6345969422162787,0.5064842396679806,1,0,0,1,0,0
112500.0,337500.0,337500.0,1.0,0.8856910333582744,0.7326787372668013,0.656158373001177,0,0,0,0,0,0
141750.0,673875.0,562500.0,1.198,0.5059979305057544,0.3063059805709339,0.4276573700350293,1,0,0,0,0,0
270000.0,675000.0,675000.0,1.0,0.5059979305057544,0.8549996664047012,0.5352762504724826,1,0,1,0,1,0
180000.0,331632.0,315000.0,1.0528,0.5059979305057544,0.7061017725338589,0.7076993447402619,1,0,0,0,0,0
157500.0,152820.0,135000.0,1.132,0.6835503227686891,0.5894353757708445,0.6785676886853644,0,0,0,0,0,0
112500.0,454500.0,454500.0,1.0,0.5059979305057544,0.697724673501031,0.4188542886233217,1,0,0,0,0,0
180000.0,1350000.0,1350000.0,1.0,0.9094209061666452,0.6214075736645626,0.5673792367572691,0,0,0,0,1,0
157500.0,605439.0,481500.0,1.2574018691588784,0.7004672183500164,0.6421438109614694,0.6006575372857061,0,0,0,0,0,0
180000.0,835380.0,675000.0,1.2376,0.5059979305057544,0.6863071010798671,0.6446794549585961,1,0,0,0,0,1
144000.0,971280.0,900000.0,1.0792,0.7521896315324369,0.7105023064381767,0.5352762504724826,0,0,1,0,0,0
112500.0,900000.0,900000.0,1.0,0.5059979305057544,0.6896820998281358,0.2955826421513093,1,0,0,0,1,0
54000.0,225000.0,225000.0,1.0,0.5059979305057544,0.1708060626843829,0.5352762504724826,1,0,1,1,0,0
270000.0,675000.0,675000.0,1.0,0.1693832341156713,0.4890206554849536,0.3031463744186309,0,0,0,0,1,0
180000.0,343800.0,225000.0,1.528,0.5059979305057544,0.3996860910817813,0.058825900475682,1,0,0,0,0,1
360000.0,630000.0,630000.0,1.0,0.6649153907918363,0.6830874513084251,0.0444355655900398,0,0,0,0,1,0
225000.0,942300.0,675000.0,1.396,0.4191198130221989,0.6261800774368832,0.2392262794694045,0,0,0,0,0,0
90000.0,1724220.0,1350000.0,1.2772,0.5059979305057544,0.7546815773137274,0.746300213050371,1,0,0,1,0,0
171000.0,125136.0,99000.0,1.264,0.5059979305057544,0.2575265024303756,0.5352762504724826,1,0,1,1,0,0
202500.0,1019610.0,913500.0,1.1161576354679803,0.5059979305057544,0.7601856222336243,0.6127042441012546,1,0,0,0,0,0
270000.0,521280.0,450000.0,1.1584,0.5059979305057544,0.2091701021595193,0.2707073872651806,1,0,0,0,0,0
270000.0,1288350.0,1125000.0,1.1452,0.4644815020871328,0.6373307623073855,0.7862666146611379,0,0,0,0,0,0
157500.0,521280.0,450000.0,1.1584,0.5059979305057544,0.0059957713772543,0.6940926425266661,1,0,0,0,0,1
283500.0,225000.0,225000.0,1.0,0.1779791514814051,0.3780045242650686,0.1884895337951677,0,0,0,0,0,1
180000.0,1724220.0,1350000.0,1.2772,0.5059979305057544,0.7096559669425453,0.4596904504249018,1,0,0,0,1,0
157500.0,450000.0,450000.0,1.0,0.5059979305057544,0.5685326950888228,0.5334816299804352,1,0,0,0,0,0
135000.0,187704.0,148500.0,1.264,0.0477807606959369,0.6007529317498151,0.5352762504724826,0,0,1,0,0,0
121500.0,595903.5,481500.0,1.2375981308411217,0.5059979305057544,0.7098271534185123,0.6144143775673561,1,0,0,0,0,0
67500.0,106974.0,94500.0,1.132,0.3083866772277481,0.3111923024346083,0.4974688893052743,0,0,0,0,0,0
157500.0,964368.0,832500.0,1.1584,0.5059979305057544,0.2735758895417421,0.2985949897873972,1,0,0,0,0,0
112500.0,315000.0,315000.0,1.0,0.6482975001206007,0.5587552473746634,0.6738300778602003,0,0,0,0,1,0
63000.0,306306.0,247500.0,1.2376,0.5059979305057544,0.1501095794720134,0.5352762504724826,1,0,1,1,0,0
247500.0,534204.0,495000.0,1.0792,0.5059979305057544,0.5351832501025856,0.3825018041447388,1,0,0,0,0,0
157500.0,314100.0,225000.0,1.396,0.5059979305057544,0.7326873031754688,0.3506958432829587,1,0,0,0,0,0
171000.0,284256.0,270000.0,1.0528,0.7693982049165793,0.6117198025660773,0.7490217048463391,0,0,0,0,1,0
112500.0,824823.0,688500.0,1.198,0.5552639373136754,0.6394761621147891,0.5352762504724826,0,0,1,0,0,0
247500.0,247275.0,225000.0,1.099,0.9014737441118592,0.7084966410714308,0.41534714488434,0,0,0,1,0,0
90000.0,218016.0,180000.0,1.2112,0.5059979305057544,0.7148591010435296,0.7636399214572418,1,0,0,0,0,0
135000.0,1078200.0,900000.0,1.198,0.4385119709764882,0.6049779559382716,0.5352762504724826,0,0,1,0,0,0
193500.0,265500.0,265500.0,1.0,0.5505593882231421,0.1483880999698268,0.6940926425266661,0,0,0,1,0,0
202500.0,450000.0,450000.0,1.0,0.3593532473563934,0.5340515870286889,0.1694287272664794,0,0,0,0,0,0
157500.0,364500.0,364500.0,1.0,0.5747077431770942,0.5471175095977449,0.5352762504724826,0,0,1,0,1,0
112500.0,808650.0,675000.0,1.198,0.5059979305057544,0.6873137046264848,0.5744466170995097,1,0,0,0,0,0
247500.0,917037.0,774000.0,1.1848023255813953,0.5859407546005913,0.5591380021212343,0.5352762504724826,0,0,1,0,0,0
67500.0,284400.0,225000.0,1.264,0.5059979305057544,0.6741647826935663,0.7700870700124128,1,0,0,1,0,0
112500.0,225000.0,225000.0,1.0,0.5059979305057544,0.7614391293930479,0.5352762504724826,1,0,1,0,0,0
382500.0,1288350.0,1125000.0,1.1452,0.6027878508700159,0.5235467729831833,0.3046721837533529,0,0,0,0,0,0
76500.0,177903.0,148500.0,1.198,0.094986554331823,0.3032987313322222,0.1528662291550415,0,0,0,0,0,0
157500.0,862560.0,720000.0,1.198,0.5059979305057544,0.5229358036905932,0.6785676886853644,1,0,0,0,0,0
112500.0,671652.0,607500.0,1.1056,0.6009259825502377,0.4258851129522781,0.2837118826350007,0,0,0,0,0,0
256500.0,573408.0,495000.0,1.1584,0.5059979305057544,0.5631714282345218,0.7597121819739279,1,0,0,0,0,0
202500.0,616500.0,616500.0,1.0,0.6199218114402623,0.4914033040128864,0.5262949398096192,0,0,0,0,0,0
225000.0,900000.0,900000.0,1.0,0.7227588292625325,0.7221871450059706,0.524496446363472,0,0,0,0,0,0
157500.0,450000.0,450000.0,1.0,0.5260667738324717,0.6831726548637616,0.6738300778602003,0,0,0,0,0,0
270000.0,239850.0,225000.0,1.066,0.6591144606042273,0.4501947057761152,0.5709165417729987,0,0,0,0,0,0
157500.0,868797.0,702000.0,1.237602564102564,0.5059979305057544,0.393646840754025,0.6212263380626669,1,0,0,0,0,0
112500.0,640080.0,450000.0,1.4224,0.5059979305057544,0.6655425444767207,0.6706517530862718,1,0,0,0,0,0
90000.0,270000.0,270000.0,1.0,0.5059979305057544,0.1570502895922022,0.3296550543128238,1,0,0,0,0,1
247500.0,1800000.0,1800000.0,1.0,0.5059979305057544,0.7861535761270427,0.2650494299443805,1,0,0,0,0,0
117000.0,276277.5,238500.0,1.1583962264150944,0.5059979305057544,0.4584076733074468,0.5352762504724826,1,0,1,1,0,0
76500.0,296280.0,225000.0,1.3168,0.5059979305057544,0.2929175651007636,0.5352762504724826,1,0,1,0,0,0
168750.0,900000.0,900000.0,1.0,0.3247875545226861,0.1604053214783667,0.2151824041847538,0,0,0,0,1,0
180000.0,270000.0,270000.0,1.0,0.5059979305057544,0.3573422337147276,0.4794489811780563,1,0,0,0,0,0
225000.0,953941.5,823500.0,1.1583989071038252,0.5059979305057544,0.0732391154857283,0.7338145369642702,1,0,0,1,0,0
270000.0,728460.0,675000.0,1.0792,0.5439014061560247,0.5420412172558906,0.5352762504724826,0,0,1,0,0,0
157500.0,990000.0,990000.0,1.0,0.5059979305057544,0.6806064682821197,0.7338145369642702,1,0,0,0,0,0
157500.0,621621.0,576000.0,1.079203125,0.5059979305057544,0.5437831628242633,0.4135967602644276,1,0,0,0,0,0
135000.0,1107981.0,967500.0,1.1452,0.1477831728282119,0.4575445774369145,0.2707073872651806,0,0,0,0,0,0
306000.0,675000.0,675000.0,1.0,0.6850570098309243,0.4188855059710653,0.2970866116472028,0,0,0,0,0,0
99000.0,594121.5,472500.0,1.2574,0.6239726311176257,0.5897052399925661,0.5082869913916046,0,0,0,0,0,1
360000.0,604152.0,540000.0,1.1188,0.5059979305057544,0.516336617405861,0.7826078370261895,1,0,0,0,0,0
112500.0,203760.0,180000.0,1.132,0.5059979305057544,0.6917189311058878,0.6512602186973006,1,0,0,0,0,0
112500.0,808650.0,675000.0,1.198,0.412302965034993,0.6928834894951821,0.5352762504724826,0,0,1,0,0,0
360000.0,1288350.0,1125000.0,1.1452,0.5059979305057544,0.6690961565300876,0.3441550073724169,1,0,0,0,0,0
99000.0,331834.5,252000.0,1.3168035714285715,0.5059979305057544,0.7254220867358876,0.5352762504724826,1,0,1,1,0,0
171000.0,538389.0,477000.0,1.128698113207547,0.4496233697431745,0.4861413868798581,0.5352762504724826,0,0,1,0,0,0
76500.0,119925.0,112500.0,1.066,0.5059979305057544,0.110604095151158,0.3457848024695955,1,0,0,0,0,0
130500.0,594261.0,513000.0,1.1584035087719298,0.8660877173082969,0.5005977748692375,0.6817058776720116,0,0,0,1,0,0
103500.0,495985.5,409500.0,1.2111978021978025,0.5059979305057544,0.7488092008525622,0.5352762504724826,1,0,1,1,0,0
144000.0,270000.0,270000.0,1.0,0.1454089085086244,0.4027436169520993,0.0520364070962328,0,0,0,0,1,1
90000.0,157500.0,157500.0,1.0,0.5622747757503319,0.3420278293317465,0.5352762504724826,0,0,1,0,0,0
202500.0,296280.0,225000.0,1.3168,0.5059979305057544,0.5630369328386012,0.7838324335199619,1,0,0,0,0,0
225000.0,436032.0,360000.0,1.2112,0.5059979305057544,0.698871819010661,0.5352762504724826,1,0,1,0,0,0
135000.0,109008.0,90000.0,1.2112,0.1737692280457604,0.3811407117107686,0.5352762504724826,0,0,1,0,0,0
40500.0,95940.0,90000.0,1.066,0.5059979305057544,0.5946641116165083,0.5352762504724826,1,0,1,0,0,0
157500.0,323388.0,292500.0,1.1056,0.5059979305057544,0.6203420635517257,0.7713615919194317,1,0,0,0,0,0
180000.0,270000.0,270000.0,1.0,0.5059979305057544,0.7278631921225645,0.6528965519806539,1,0,0,0,1,0
144000.0,450000.0,450000.0,1.0,0.5059979305057544,0.491108181949541,0.5814837058057234,1,0,0,0,0,0
270000.0,316125.0,261000.0,1.2112068965517242,0.5059979305057544,0.2072378429850483,0.7898803468924867,1,0,0,0,0,0
225000.0,1255680.0,1125000.0,1.11616,0.5059979305057544,0.6355243859578759,0.5352762504724826,1,0,1,0,0,0
189000.0,521280.0,450000.0,1.1584,0.5059979305057544,0.4656800954511902,0.475849908720221,1,0,0,0,0,0
157500.0,668304.0,540000.0,1.2376,0.3274800758025334,0.5668207071483427,0.5460231970049609,0,0,0,0,1,0
270000.0,688500.0,688500.0,1.0,0.8018533243673798,0.6608682004724905,0.5352762504724826,0,0,1,0,0,0
135000.0,781920.0,675000.0,1.1584,0.4042224896590274,0.3552408344770146,0.3344541255096772,0,0,0,0,0,0
54000.0,229500.0,229500.0,1.0,0.2623077555437093,0.3023200141776277,0.1221797440301585,0,0,0,0,0,0
76500.0,299772.0,247500.0,1.2112,0.5059979305057544,0.5933245935682055,0.5352762504724826,1,0,1,0,0,0
67500.0,61128.0,54000.0,1.132,0.5059979305057544,0.4691313642854167,0.5352762504724826,1,0,1,0,0,0
225000.0,2517300.0,2250000.0,1.1188,0.5059979305057544,0.6699428918875072,0.1929422277169508,1,0,0,0,0,0
148500.0,135000.0,157500.0,0.8571428571428571,0.1650029922263353,0.2556161560213347,0.2498850627504553,0,0,0,0,0,0
292500.0,497520.0,450000.0,1.1056,0.7230527603197973,0.4746463178795672,0.4614823912998385,0,0,0,0,0,0
159300.0,900000.0,900000.0,1.0,0.6559495608442897,0.6454885349164337,0.6528965519806539,0,0,0,0,0,0
225000.0,263686.5,238500.0,1.1056037735849056,0.5059979305057544,0.6152768307089189,0.5352762504724826,1,0,1,0,0,0
180000.0,918468.0,697500.0,1.3168,0.5059979305057544,0.6346780701565842,0.6363761710860439,1,0,0,0,0,0
180000.0,1006920.0,900000.0,1.1188,0.4268476126393299,0.3889124331063826,0.4812493411434029,0,0,0,1,0,1
315000.0,495000.0,495000.0,1.0,0.6461197355051822,0.7546896742336003,0.4101025731788671,0,0,0,1,0,0
405000.0,765000.0,765000.0,1.0,0.3922840628627757,0.2419604363029196,0.5884877883422673,0,0,0,0,0,0
184500.0,971280.0,900000.0,1.0792,0.5059979305057544,0.6044970711212032,0.5352762504724826,1,0,1,0,0,0
67500.0,269550.0,225000.0,1.198,0.5059979305057544,0.1926083397975429,0.4992720153045617,1,0,0,1,0,0
450000.0,1198944.0,1035000.0,1.1584,0.5567434362664904,0.7109429033105122,0.3979463219016906,0,0,0,0,0,1
112500.0,518562.0,463500.0,1.1187961165048543,0.1363945959104639,0.7129609331724119,0.1664055461839363,0,0,0,0,0,0
202500.0,755190.0,675000.0,1.1188,0.4386926251049394,0.5549509363721968,0.3706496323299817,0,0,0,0,0,0
90000.0,226908.0,148500.0,1.528,0.5059979305057544,0.3749348823480329,0.7180328113294772,1,0,0,1,0,0
225000.0,770913.0,643500.0,1.198,0.6551511619806658,0.6444971147165784,0.6626377922738201,0,0,0,0,0,0
292500.0,697500.0,697500.0,1.0,0.5059979305057544,0.4089816079798561,0.7713615919194317,1,0,0,0,0,0
135000.0,404325.0,337500.0,1.198,0.1492318096396139,0.6153130641891431,0.5352762504724826,0,0,1,0,0,0
292500.0,755190.0,675000.0,1.1188,0.5059979305057544,0.4800801312163775,0.3046721837533529,1,0,0,0,0,0
72000.0,112500.0,112500.0,1.0,0.5059979305057544,0.5986478747566747,0.7281412993111438,1,0,0,0,0,0
135000.0,405000.0,405000.0,1.0,0.5059979305057544,0.6338359966779719,0.3490552510751822,1,0,0,0,0,0
135000.0,808650.0,675000.0,1.198,0.5059979305057544,0.5721712104045893,0.4740512892789932,1,0,0,0,1,0
180000.0,1066752.0,931500.0,1.14519806763285,0.6618420003340341,0.3651885369913354,0.4686596550493113,0,0,0,0,0,0
135000.0,900000.0,900000.0,1.0,0.5059979305057544,0.5942423671799627,0.4596904504249018,1,0,0,0,0,0
72000.0,247675.5,229500.0,1.0791960784313726,0.5059979305057544,0.5381847232150999,0.5352762504724826,1,0,1,1,0,0
112500.0,545040.0,450000.0,1.2112,0.5059979305057544,0.7198558692023337,0.5585066276769286,1,0,0,0,0,0
67500.0,101880.0,90000.0,1.132,0.5694407201168,0.5273473108798393,0.5352762504724826,0,0,1,0,0,0
180000.0,1350000.0,1350000.0,1.0,0.5059979305057544,0.5158560292130393,0.2622489709189549,1,0,0,0,0,1
112500.0,675000.0,675000.0,1.0,0.4898873776888163,0.5257827421135598,0.6413682574954046,0,0,0,0,0,0
450000.0,663093.0,553500.0,1.198,0.5059979305057544,0.7347465965410063,0.3996756156233169,1,0,0,0,0,0
157500.0,312768.0,270000.0,1.1584,0.3465694632724103,0.6179081654062121,0.4956658291397297,0,0,0,0,1,0
112500.0,1575000.0,1575000.0,1.0,0.6597814692383144,0.6958905801052553,0.7267112092725122,0,0,0,0,0,0
135000.0,405000.0,405000.0,1.0,0.1798399344557096,0.0509504862812675,0.6006575372857061,0,0,0,0,0,1
121500.0,243000.0,243000.0,1.0,0.4477734968393405,0.6470831944510387,0.3328505641648731,0,0,0,0,0,0
157500.0,945000.0,945000.0,1.0,0.5059979305057544,0.6212377879264989,0.5352762504724826,1,0,1,0,0,0
180000.0,301095.0,279000.0,1.0791935483870967,0.5059979305057544,0.1330265340360793,0.4294236843421945,1,0,0,0,0,0
202500.0,568800.0,450000.0,1.264,0.2932039506054658,0.5799839357117402,0.5352762504724826,0,0,1,0,0,0
180000.0,900000.0,900000.0,1.0,0.5059979305057544,0.5181822242489126,0.5352762504724826,1,0,1,0,0,0
90000.0,112500.0,112500.0,1.0,0.5059979305057544,0.4485173565281146,0.6594055320683344,1,0,0,1,0,0
135000.0,589441.5,441000.0,1.3366020408163266,0.1409061919532395,0.7155672964465838,0.3185955240537633,0,0,0,0,0,0
85500.0,562500.0,562500.0,1.0,0.5059979305057544,0.7104528268535188,0.5352762504724826,1,0,1,1,0,0
450000.0,1467612.0,1350000.0,1.08712,0.4459862220099957,0.784738487518366,0.5352762504724826,0,0,1,0,0,0
157500.0,970380.0,810000.0,1.198,0.5059979305057544,0.6641343311138171,0.2970866116472028,1,0,0,0,0,0
180000.0,1724220.0,1350000.0,1.2772,0.2744751779596615,0.5624665696090171,0.5352762504724826,0,0,1,0,0,0
112500.0,755190.0,675000.0,1.1188,0.3042900342446581,0.4362244745196232,0.7136313997323308,0,0,0,0,0,0
225000.0,270000.0,270000.0,1.0,0.3331073211896805,0.6845436826645472,0.0938365970374978,0,0,0,0,0,0
180000.0,450000.0,450000.0,1.0,0.2188041984831076,0.685430775435648,0.4170996682522097,0,0,0,0,0,0
135000.0,545040.0,450000.0,1.2112,0.4707355337242031,0.6457687104408287,0.6313545365850379,0,0,0,0,0,0
175500.0,640080.0,450000.0,1.4224,0.8502743343951202,0.280751726327001,0.1704461230452281,0,0,0,0,0,1
135000.0,500490.0,450000.0,1.1122,0.4062080775700001,0.5676259184424388,0.5352762504724826,0,0,1,0,0,0
157500.0,486000.0,486000.0,1.0,0.5803432654304613,0.5956546602720741,0.5797274227921155,0,0,0,0,1,0
90000.0,202500.0,202500.0,1.0,0.1873649350187394,0.4333709266081939,0.4974688893052743,0,0,0,0,0,0
225000.0,450000.0,450000.0,1.0,0.6638668220457087,0.3527155259646705,0.5352762504724826,0,0,1,0,0,0
